Date,Season,Scene_ID,Quadrat_ID,Mining_type,Spatial_Zone,Pixel_Count,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,NDVI,EVI,NDRE,NDWI,NDWI_Moisture,RedEdge_Slope,SWIR_Ratio
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q1,Underground,Zone_A_10m,1,0.0742,0.0878,0.1064,0.1825,0.2166,0.2351,0.2146,0.2677,0.3538,0.2771,0.3371,0.2086,0.0808,-0.4193,-0.1386,0.1258,1.2771
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q1,Underground,Zone_B_50m,25,0.0837,0.1108,0.1375,0.1865,0.2196,0.2377,0.2319,0.2692,0.3578,0.2823,0.2596,0.1661,0.1084,-0.355,-0.1405,0.122,1.2694
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q1,Underground,Zone_C_50m,81,0.0855,0.1166,0.1496,0.1881,0.2192,0.2379,0.2427,0.2682,0.3587,0.2866,0.2408,0.1567,0.1259,-0.3512,-0.1433,0.118,1.2536
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q1,Underground,Zone_D_100m,317,0.0811,0.1114,0.1435,0.1831,0.2162,0.2348,0.2393,0.2648,0.3499,0.2776,0.2558,0.1627,0.1332,-0.3656,-0.1357,0.1255,1.2664
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q2,Underground,Zone_A_10m,1,0.059,0.0751,0.0814,0.1454,0.1901,0.2128,0.2164,0.2454,0.3027,0.2169,0.4533,0.2674,0.1961,-0.4847,-0.1044,0.188,1.3954
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q2,Underground,Zone_B_50m,25,0.0705,0.0937,0.1082,0.1538,0.1932,0.2156,0.2227,0.2476,0.3103,0.2278,0.348,0.2139,0.183,-0.4079,-0.1116,0.1685,1.3649
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q2,Underground,Zone_C_50m,81,0.0783,0.1032,0.1233,0.1627,0.1999,0.2207,0.226,0.2508,0.3191,0.2402,0.2979,0.1873,0.1623,-0.3742,-0.119,0.152,1.3324
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q2,Underground,Zone_D_100m,317,0.0836,0.1092,0.1316,0.1694,0.2061,0.2257,0.2291,0.2545,0.3208,0.2466,0.2732,0.1763,0.1496,-0.3552,-0.1144,0.1432,1.3043
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q3,Underground,Zone_A_10m,1,0.0583,0.0678,0.0658,0.1014,0.1228,0.135,0.1514,0.1444,0.1542,0.1092,0.3941,0.193,0.1977,-0.3814,-0.0328,0.1422,1.4126
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q3,Underground,Zone_B_50m,25,0.0633,0.0812,0.0848,0.1046,0.1237,0.135,0.1538,0.146,0.162,0.1165,0.2372,0.1357,0.1387,-0.2451,-0.0591,0.1095,1.3967
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q3,Underground,Zone_C_50m,81,0.0648,0.0838,0.0896,0.1096,0.1277,0.1378,0.1462,0.1512,0.1773,0.1292,0.1673,0.1064,0.0737,-0.178,-0.0917,0.0823,1.3821
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q3,Underground,Zone_D_100m,317,0.0677,0.0896,0.0986,0.1272,0.1573,0.1703,0.1688,0.1886,0.2181,0.1598,0.2089,0.1303,0.0898,-0.2392,-0.0764,0.122,1.3712
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q4,Underground,Zone_A_10m,1,0.0751,0.0929,0.091,0.1364,0.1962,0.2204,0.248,0.2468,0.2566,0.1781,0.4631,0.3189,0.2905,-0.455,-0.0195,0.2355,1.4408
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q4,Underground,Zone_B_50m,25,0.0705,0.0902,0.0895,0.1315,0.1934,0.2164,0.2278,0.2434,0.2452,0.1713,0.4355,0.2801,0.2665,-0.4314,-0.0037,0.2434,1.434
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q4,Underground,Zone_C_50m,81,0.0693,0.0878,0.0847,0.1261,0.193,0.2167,0.2221,0.2421,0.2324,0.1604,0.4461,0.2844,0.2723,-0.4305,0.0202,0.2634,1.4523
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q4,Underground,Zone_D_100m,317,0.0757,0.0937,0.0967,0.1329,0.1887,0.21,0.2122,0.2332,0.2437,0.1825,0.3748,0.2373,0.2268,-0.3851,-0.0214,0.2243,1.3518
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q5,Underground,Zone_A_10m,1,0.078,0.0999,0.1062,0.1308,0.1576,0.1684,0.1675,0.1903,0.2483,0.2038,0.224,0.1256,0.1229,-0.2528,-0.1324,0.1255,1.2182
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q5,Underground,Zone_B_50m,25,0.0772,0.0939,0.1028,0.1344,0.1633,0.178,0.171,0.1996,0.2505,0.1999,0.2465,0.1403,0.1173,-0.2882,-0.1146,0.1382,1.2549
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q5,Underground,Zone_C_50m,81,0.0748,0.0923,0.1034,0.1369,0.167,0.1827,0.1767,0.2046,0.2569,0.2016,0.2559,0.1471,0.1221,-0.3079,-0.1156,0.1401,1.2795
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,UG-Q5,Underground,Zone_D_100m,317,0.0743,0.0936,0.1062,0.1411,0.1709,0.187,0.1855,0.2123,0.2716,0.21,0.2663,0.1559,0.1309,-0.3231,-0.123,0.1361,1.3011
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q1,Opencast,Zone_A_10m,1,0.0513,0.0628,0.0544,0.0843,0.1301,0.1437,0.1378,0.158,0.1428,0.0953,0.4339,0.1932,0.2408,-0.3739,0.0505,0.2604,1.4984
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q1,Opencast,Zone_B_50m,23,0.0509,0.0633,0.0587,0.0855,0.131,0.1445,0.1491,0.1599,0.1455,0.0992,0.435,0.2017,0.2695,-0.4028,0.0473,0.2563,1.4698
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q1,Opencast,Zone_C_50m,71,0.0523,0.0646,0.061,0.0883,0.1331,0.1458,0.1504,0.1609,0.1514,0.1056,0.4218,0.1987,0.2585,-0.3972,0.0303,0.2449,1.4375
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q1,Opencast,Zone_D_100m,287,0.0547,0.0661,0.0633,0.0893,0.1297,0.1422,0.1433,0.1555,0.1554,0.1146,0.3774,0.1784,0.2238,-0.3584,-0.006,0.2231,1.363
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q2,Opencast,Zone_A_10m,1,0.0749,0.0944,0.1054,0.1215,0.1506,0.1629,0.1748,0.1767,0.2043,0.17,0.2477,0.1393,0.1798,-0.2987,-0.0725,0.1455,1.2021
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q2,Opencast,Zone_B_50m,25,0.0725,0.0875,0.0924,0.1207,0.1508,0.1632,0.1689,0.1778,0.2035,0.1675,0.2903,0.1623,0.1622,-0.3144,-0.0687,0.1479,1.2143
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q2,Opencast,Zone_C_50m,81,0.0694,0.0839,0.0879,0.117,0.15,0.1634,0.1668,0.1793,0.2024,0.163,0.3067,0.1677,0.1707,-0.3265,-0.0622,0.1633,1.2421
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q2,Opencast,Zone_D_100m,317,0.0677,0.0824,0.0874,0.1145,0.1476,0.1605,0.1606,0.1766,0.204,0.1621,0.2915,0.1549,0.1624,-0.3172,-0.0717,0.1651,1.2579
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q3,Opencast,Zone_A_10m,1,0.0774,0.0978,0.1138,0.1444,0.1658,0.1803,0.177,0.2048,0.3101,0.2521,0.2173,0.1235,0.1014,-0.2882,-0.2044,0.1105,1.2302
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q3,Opencast,Zone_B_50m,25,0.077,0.0968,0.1158,0.1443,0.1686,0.1839,0.1861,0.209,0.3071,0.2448,0.2361,0.1355,0.1272,-0.3176,-0.1898,0.1216,1.2574
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q3,Opencast,Zone_C_50m,81,0.0738,0.0954,0.1157,0.1446,0.1728,0.1892,0.1942,0.2142,0.3048,0.2383,0.2572,0.1479,0.1474,-0.3429,-0.1739,0.1349,1.2828
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q3,Opencast,Zone_D_100m,317,0.0719,0.0943,0.1135,0.145,0.1767,0.1928,0.197,0.2174,0.2963,0.2288,0.2756,0.1579,0.1545,-0.3544,-0.1492,0.1446,1.3085
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q4,Opencast,Zone_A_10m,1,0.0574,0.0728,0.088,0.1244,0.1531,0.171,0.1924,0.2023,0.2919,0.2094,0.3723,0.2023,0.2145,-0.451,-0.1814,0.1574,1.394
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q4,Opencast,Zone_B_50m,25,0.056,0.0731,0.0874,0.1223,0.1525,0.1693,0.1782,0.2003,0.2925,0.2148,0.3426,0.1776,0.1856,-0.4181,-0.1869,0.161,1.3661
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q4,Opencast,Zone_C_50m,81,0.0593,0.0772,0.0939,0.1258,0.1529,0.1687,0.1759,0.1991,0.2995,0.2261,0.3046,0.1589,0.1648,-0.3894,-0.2012,0.1456,1.3302
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q4,Opencast,Zone_D_100m,317,0.0623,0.0809,0.0994,0.1297,0.1536,0.169,0.1756,0.1978,0.3035,0.2338,0.2769,0.1461,0.1488,-0.368,-0.2118,0.1313,1.3014
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q5,Opencast,Zone_A_10m,1,0.0658,0.0862,0.1046,0.1397,0.1688,0.1831,0.177,0.2086,0.2943,0.2185,0.2571,0.1381,0.1179,-0.345,-0.1704,0.1346,1.3466
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q5,Opencast,Zone_B_50m,25,0.0683,0.0887,0.1064,0.1388,0.168,0.1821,0.1834,0.207,0.2942,0.2188,0.2662,0.1471,0.1382,-0.3481,-0.1737,0.1354,1.3457
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q5,Opencast,Zone_C_50m,81,0.0681,0.089,0.1054,0.1379,0.1662,0.1802,0.1844,0.2053,0.2935,0.2202,0.2728,0.1515,0.144,-0.3487,-0.1768,0.1333,1.335
2024-03-25,Summer,S2A_44QPK_20240325_0_L2A,OC-Q5,Opencast,Zone_D_100m,317,0.0684,0.0901,0.1059,0.1403,0.1704,0.1856,0.188,0.2103,0.2917,0.2212,0.28,0.1573,0.1449,-0.351,-0.1622,0.1393,1.3232
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q1,Underground,Zone_A_10m,1,0.0684,0.0893,0.1216,0.1992,0.2327,0.251,0.2242,0.2818,0.3623,0.297,0.2967,0.178,0.059,-0.4303,-0.125,0.1151,1.2199
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q1,Underground,Zone_B_50m,25,0.0891,0.1222,0.1553,0.2069,0.2381,0.2556,0.2515,0.2864,0.3639,0.3009,0.2438,0.1606,0.0981,-0.351,-0.119,0.1068,1.2108
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q1,Underground,Zone_C_50m,81,0.0911,0.1293,0.1717,0.2112,0.2407,0.2588,0.2586,0.2872,0.3655,0.3048,0.2068,0.1371,0.1002,-0.335,-0.1198,0.1018,1.2008
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q1,Underground,Zone_D_100m,317,0.0858,0.1237,0.1635,0.2051,0.2381,0.2559,0.2595,0.2837,0.359,0.2974,0.235,0.1537,0.1179,-0.3568,-0.1159,0.1121,1.2122
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q2,Underground,Zone_A_10m,1,0.0578,0.0942,0.117,0.1637,0.1973,0.2185,0.2224,0.2471,0.3131,0.2434,0.3105,0.1767,0.1521,-0.4049,-0.1177,0.1435,1.2865
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q2,Underground,Zone_B_50m,25,0.0747,0.1051,0.1292,0.172,0.2027,0.2227,0.2275,0.2511,0.3223,0.2594,0.2799,0.1718,0.1388,-0.3696,-0.1236,0.1293,1.2438
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q2,Underground,Zone_C_50m,81,0.0844,0.1145,0.1431,0.183,0.2124,0.23,0.2338,0.2598,0.3352,0.2772,0.2453,0.1563,0.1218,-0.3445,-0.1262,0.1151,1.2118
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q2,Underground,Zone_D_100m,317,0.0904,0.1219,0.1529,0.1899,0.22,0.2382,0.2406,0.2661,0.3393,0.2794,0.2263,0.1489,0.1175,-0.3289,-0.1205,0.1134,1.2166
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q3,Underground,Zone_A_10m,1,0.0502,0.0727,0.0621,0.1128,0.1584,0.1733,0.221,0.1816,0.172,0.1281,0.5613,0.3264,0.3242,-0.5049,0.0272,0.2116,1.3431
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q3,Underground,Zone_B_50m,25,0.0578,0.0833,0.0866,0.1152,0.1542,0.1671,0.189,0.1804,0.1837,0.1358,0.3106,0.1889,0.1706,-0.3106,-0.0452,0.1509,1.354
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q3,Underground,Zone_C_50m,81,0.0608,0.0855,0.0947,0.1217,0.1545,0.1676,0.1747,0.1849,0.206,0.1556,0.2241,0.142,0.0955,-0.2496,-0.0905,0.1243,1.3289
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q3,Underground,Zone_D_100m,316,0.0732,0.1018,0.121,0.1523,0.1861,0.2022,0.2062,0.2246,0.2685,0.2123,0.2333,0.1474,0.1112,-0.296,-0.099,0.1298,1.2781
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q4,Underground,Zone_A_10m,1,0.0544,0.0878,0.095,0.1524,0.2205,0.2467,0.2622,0.2774,0.2988,0.2184,0.4681,0.2935,0.2647,-0.4983,-0.0372,0.2363,1.3683
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q4,Underground,Zone_B_50m,25,0.0608,0.0873,0.0974,0.1457,0.2115,0.2352,0.2433,0.267,0.2856,0.2116,0.4336,0.2684,0.2503,-0.4732,-0.0331,0.2355,1.3533
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q4,Underground,Zone_C_50m,81,0.0574,0.0835,0.0907,0.137,0.2033,0.2266,0.2324,0.2563,0.2677,0.1981,0.4451,0.2654,0.2575,-0.4726,-0.021,0.2466,1.3547
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q4,Underground,Zone_D_100m,317,0.0696,0.0939,0.1063,0.1451,0.1995,0.2209,0.2235,0.2472,0.2729,0.2154,0.3639,0.221,0.2122,-0.4108,-0.0483,0.2088,1.2789
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q5,Underground,Zone_A_10m,1,0.0692,0.093,0.0983,0.1402,0.1692,0.1797,0.1848,0.2003,0.261,0.22,0.3055,0.1722,0.1373,-0.3305,-0.1315,0.1237,1.1866
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q5,Underground,Zone_B_50m,25,0.0681,0.0909,0.1066,0.1392,0.1717,0.1838,0.1791,0.2055,0.2617,0.2156,0.2524,0.1378,0.1217,-0.3233,-0.122,0.1373,1.2147
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q5,Underground,Zone_C_50m,81,0.066,0.0888,0.106,0.1408,0.1729,0.1873,0.183,0.2109,0.2692,0.2193,0.2632,0.1446,0.1267,-0.3425,-0.1231,0.1403,1.2295
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,UG-Q5,Underground,Zone_D_100m,317,0.0671,0.0915,0.1116,0.1472,0.1784,0.1947,0.1951,0.221,0.2865,0.2319,0.2704,0.1532,0.1368,-0.3574,-0.1294,0.1372,1.2409
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q1,Opencast,Zone_A_10m,1,0.0467,0.056,0.05,0.0833,0.1232,0.1375,0.1428,0.1564,0.1614,0.1171,0.4813,0.2123,0.2631,-0.4366,-0.0157,0.2456,1.3785
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q1,Opencast,Zone_B_50m,23,0.0474,0.0579,0.0543,0.0837,0.1263,0.1406,0.1465,0.1569,0.1643,0.1194,0.4581,0.2063,0.2713,-0.4331,-0.0236,0.2526,1.3776
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q1,Opencast,Zone_C_50m,67,0.0485,0.0592,0.0565,0.0859,0.1293,0.1432,0.1485,0.1592,0.169,0.1248,0.4451,0.2045,0.2636,-0.4266,-0.0323,0.2477,1.3573
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q1,Opencast,Zone_D_100m,236,0.0515,0.0626,0.0611,0.0891,0.1326,0.1462,0.1486,0.1617,0.1751,0.1335,0.4115,0.1931,0.2441,-0.4008,-0.0458,0.238,1.318
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q2,Opencast,Zone_A_10m,1,0.073,0.0914,0.1058,0.1256,0.1527,0.1646,0.1688,0.1822,0.2249,0.1952,0.2294,0.1254,0.1466,-0.2975,-0.105,0.1343,1.1524
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q2,Opencast,Zone_B_50m,25,0.0743,0.09,0.0981,0.1235,0.1535,0.1661,0.1705,0.1832,0.2244,0.1928,0.2686,0.1506,0.157,-0.307,-0.1018,0.1461,1.1639
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q2,Opencast,Zone_C_50m,81,0.0711,0.0864,0.0936,0.1208,0.1537,0.1676,0.1702,0.1841,0.2241,0.1893,0.2884,0.1591,0.1661,-0.3233,-0.0981,0.1609,1.1837
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q2,Opencast,Zone_D_100m,317,0.0703,0.086,0.0943,0.1208,0.1526,0.166,0.1662,0.1827,0.2267,0.1897,0.2752,0.1491,0.1552,-0.3152,-0.1055,0.1569,1.1953
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q3,Opencast,Zone_A_10m,1,0.08,0.1032,0.1342,0.1649,0.1753,0.1885,0.1859,0.2137,0.3339,0.2874,0.1615,0.0929,0.0597,-0.2861,-0.2194,0.0666,1.1618
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q3,Opencast,Zone_B_50m,25,0.0849,0.1081,0.1364,0.1593,0.1754,0.1899,0.1945,0.2153,0.3311,0.2816,0.1792,0.1061,0.1003,-0.2884,-0.2117,0.0887,1.1777
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q3,Opencast,Zone_C_50m,81,0.0816,0.1065,0.1356,0.1617,0.18,0.1947,0.1988,0.2193,0.3316,0.2776,0.1957,0.1141,0.1056,-0.3064,-0.2033,0.0958,1.1982
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q3,Opencast,Zone_D_100m,317,0.0823,0.11,0.1405,0.1675,0.1863,0.2008,0.2034,0.2235,0.329,0.2711,0.1922,0.1123,0.0996,-0.303,-0.1902,0.0943,1.2198
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q4,Opencast,Zone_A_10m,1,0.049,0.0682,0.0691,0.1177,0.1541,0.1725,0.1866,0.2029,0.2654,0.1966,0.4595,0.2381,0.2265,-0.4647,-0.1335,0.1889,1.35
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q4,Opencast,Zone_B_50m,25,0.0549,0.0734,0.0813,0.1196,0.1547,0.1717,0.1781,0.1982,0.2704,0.2077,0.3756,0.1937,0.1966,-0.417,-0.1534,0.1792,1.3076
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q4,Opencast,Zone_C_50m,81,0.0602,0.0792,0.0909,0.1256,0.1562,0.1717,0.1773,0.1975,0.2802,0.2223,0.3277,0.1712,0.1712,-0.3836,-0.1723,0.1561,1.2707
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q4,Opencast,Zone_D_100m,317,0.0646,0.0836,0.1001,0.1307,0.1549,0.1693,0.1748,0.1942,0.2891,0.2361,0.2769,0.1458,0.1449,-0.3544,-0.1964,0.1299,1.2324
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q5,Opencast,Zone_A_10m,1,0.0695,0.093,0.115,0.1455,0.1621,0.1748,0.1622,0.1967,0.3003,0.2456,0.1703,0.0887,0.0544,-0.2712,-0.2085,0.0915,1.2224
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q5,Opencast,Zone_B_50m,25,0.0741,0.0935,0.1164,0.1438,0.1601,0.1728,0.172,0.1963,0.2987,0.2446,0.1936,0.1058,0.0888,-0.2963,-0.2074,0.0918,1.2215
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q5,Opencast,Zone_C_50m,81,0.0736,0.093,0.1152,0.1428,0.1577,0.1712,0.1724,0.1942,0.2977,0.2445,0.1998,0.1092,0.0938,-0.2995,-0.2113,0.091,1.2182
2024-05-14,Summer,S2A_44QPK_20240514_0_L2A,OC-Q5,Opencast,Zone_D_100m,317,0.0741,0.0946,0.1154,0.1451,0.1636,0.1776,0.1784,0.2001,0.2969,0.2435,0.2156,0.1202,0.1028,-0.3067,-0.1963,0.1007,1.2216
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q1,Underground,Zone_A_10m,1,0.0763,0.1058,0.1256,0.2215,0.2575,0.2797,0.2475,0.3181,0.3795,0.3083,0.3267,0.2133,0.0554,-0.4011,-0.0881,0.116,1.2312
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q1,Underground,Zone_B_50m,25,0.0922,0.1337,0.1666,0.224,0.2621,0.2823,0.2717,0.3204,0.381,0.3115,0.2493,0.1695,0.0977,-0.3454,-0.0862,0.1169,1.2261
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q1,Underground,Zone_C_50m,81,0.0971,0.1414,0.185,0.2269,0.264,0.2839,0.2808,0.3199,0.3813,0.3151,0.2128,0.1468,0.1065,-0.3322,-0.0872,0.1131,1.2128
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q1,Underground,Zone_D_100m,317,0.0919,0.1374,0.1796,0.2224,0.2637,0.2849,0.2868,0.3204,0.3756,0.3076,0.2409,0.165,0.1289,-0.3557,-0.0772,0.1264,1.2286
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q2,Underground,Zone_A_10m,1,0.0674,0.1162,0.115,0.1672,0.2244,0.2482,0.2734,0.2858,0.3175,0.233,0.4078,0.2716,0.241,-0.4035,-0.0526,0.1949,1.3628
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q2,Underground,Zone_B_50m,25,0.0792,0.1189,0.1398,0.179,0.2301,0.2547,0.2695,0.2904,0.3277,0.2475,0.3246,0.2174,0.2014,-0.3909,-0.0602,0.1749,1.3253
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q2,Underground,Zone_C_50m,81,0.0867,0.126,0.1526,0.1951,0.2418,0.2661,0.2713,0.3008,0.3433,0.2661,0.2866,0.1962,0.1633,-0.3681,-0.0656,0.1551,1.2924
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q2,Underground,Zone_D_100m,317,0.0931,0.1338,0.1642,0.202,0.2488,0.2717,0.2765,0.3073,0.3499,0.2737,0.2599,0.1825,0.156,-0.3497,-0.0642,0.1482,1.2815
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q3,Underground,Zone_A_10m,1,0.0489,0.0836,0.067,0.1237,0.1709,0.1843,0.2396,0.2037,0.1808,0.125,0.5629,0.3385,0.3189,-0.4827,0.0594,0.1968,1.4471
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q3,Underground,Zone_B_50m,25,0.0652,0.0955,0.0967,0.1256,0.1637,0.1792,0.2008,0.1975,0.1883,0.1346,0.2916,0.1895,0.1648,-0.2874,-0.0065,0.1473,1.4017
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q3,Underground,Zone_C_50m,81,0.0671,0.0974,0.1044,0.1295,0.1623,0.1789,0.185,0.1964,0.2041,0.1489,0.2132,0.1418,0.1038,-0.2262,-0.0542,0.1321,1.376
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q3,Underground,Zone_D_100m,317,0.0734,0.1058,0.1188,0.1509,0.1886,0.2073,0.2057,0.231,0.2513,0.1866,0.2283,0.1502,0.1097,-0.2694,-0.0554,0.1416,1.3528
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q4,Underground,Zone_A_10m,1,0.0538,0.084,0.0884,0.1504,0.2248,0.2568,0.271,0.2929,0.2962,0.218,0.5081,0.3266,0.2862,-0.5268,-0.0055,0.2612,1.3586
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q4,Underground,Zone_B_50m,25,0.06,0.0901,0.0979,0.1469,0.2178,0.2471,0.2505,0.2846,0.2865,0.2113,0.4408,0.2766,0.2597,-0.4717,-0.0032,0.2541,1.3585
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q4,Underground,Zone_C_50m,81,0.0572,0.0859,0.0912,0.1399,0.2123,0.2393,0.2429,0.2753,0.2716,0.1994,0.4585,0.2802,0.2684,-0.479,0.0068,0.2623,1.3648
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q4,Underground,Zone_D_100m,317,0.0708,0.0994,0.1097,0.1512,0.2107,0.2341,0.237,0.2664,0.2799,0.2185,0.3759,0.2346,0.2209,-0.4129,-0.024,0.2167,1.2921
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q5,Underground,Zone_A_10m,1,0.0752,0.1036,0.1036,0.1572,0.2081,0.2268,0.2187,0.2514,0.2747,0.2161,0.3571,0.2255,0.1635,-0.3571,-0.0442,0.1813,1.2712
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q5,Underground,Zone_B_50m,25,0.0663,0.1003,0.1063,0.1526,0.2107,0.2295,0.2241,0.2575,0.2711,0.2083,0.3529,0.2144,0.1853,-0.3768,-0.0266,0.201,1.303
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q5,Underground,Zone_C_50m,81,0.0639,0.098,0.1037,0.1537,0.2162,0.2362,0.2341,0.2669,0.2748,0.2081,0.3838,0.2361,0.2041,-0.406,-0.0155,0.2116,1.3229
2024-06-13,Monsoon,S2A_44QPK_20240613_0_L2A,UG-Q5,Underground,Zone_D_100m,317,0.0635,0.1001,0.1076,0.1598,0.2239,0.2458,0.2477,0.2802,0.2891,0.2167,0.3952,0.2475,0.2143,-0.4227,-0.0154,0.2125,1.3384
